Product Description,Frame,SHGC,U-VALUE
X2 Neutral HL SolarVue & Intruderprufe Low E,Primador Elite Sliding Door,0.34,0
X2 Neutral XHL SolarVue & Intruderprufe Low E,Primador Elite Sliding Door,0.39,0
X2 Neutral SHL SolarVue & Intruderprufe Low E,Primador Elite Sliding Door,0.44,0
X2 Neutral MHL SolarVue & Intruderprufe Low E,Primador Elite Sliding Door,0.48,0
X2 Regal Blue HL SolarVue & Intruderprufe Low E,Primador Elite Sliding Door,0.29,0
X2 Regal Blue XHL SolarVue & Intruderprufe Low E,Primador Elite Sliding Door,0.34,0
X2 Serene Green HL SolarVue & Intruderprufe Low E,Primador Elite Sliding Door,0.26,0
X2 Serene Green XHL SolarVue & Intruderprufe Low E,Primador Elite Sliding Door,0.32,0
X2 Serene Green SHL SolarVue & Intruderprufe Low E,Primador Elite Sliding Door,0.34,0
X2 Serene Green MHL SolarVue & Intruderprufe Low E,Primador Elite Sliding Door,0.38,0
X2 Aquamarine S10 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.12,0
X2 Aquamarine S20 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.19,0
X2 Aquamarine S30 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.25,0
X2 Blue S10 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.12,0
X2 Blue S20 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.19,0
X2 Blue S30 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.25,0
X2 Bronze S10 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.12,0
X2 Bronze S20 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.17,0
X2 Bronze S30 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.22,0
X2 Grey S10 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.12,0
X2 Grey S20 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.16,0
X2 Grey S30 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.21,0
X2 Regal Blue S10 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.12,0
X2 Regal Blue S20 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.18,0
X2 Regal Blue S30 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.24,0
X2 Silver S10 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.12,0
X2 Silver S20 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.2,0
X2 Silver S30 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.27,0
X2 Serene Green S10 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.12,0
X2Serene Green S20 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.18,0
X2 Serene Green S30 Solarshield & Intruderprufe Low E,Primador Elite Sliding Door,0.23,0
X2 Ener-G Smart Neutral & Clear Float,Primador Elite Sliding Door,0.32,0
X2 Ener-G Smart Aquamarine & Clear Float,Primador Elite Sliding Door,0.28,0
X2 Ener-G Smart Blue & Clear Float,Primador Elite Sliding Door,0.29,0
X2 Ener-G Smart Bronze & Clear Float,Primador Elite Sliding Door,0.24,0
X2 Ener-G Smart Grey & Clear Float,Primador Elite Sliding Door,0.25,0
X2 Ener-G Smart Regal Blue & Clear Float,Primador Elite Sliding Door,0.27,0
X2 Ener-G Smart Serene Green & Clear Float,Primador Elite Sliding Door,0.22,0
4 mm ClearVue,Primador Elite Sliding Window,0.61,6.39
5 mm ClearVue,Primador Elite Sliding Window,0.61,6.39
6 mm ClearVue,Primador Elite Sliding Window,0.61,6.39
8 mm ClearVue,Primador Elite Sliding Window,0.61,6.39
10 mm ClearVue,Primador Elite Sliding Window,0.61,6.39
12 mm ClearVue,Primador Elite Sliding Window,0.61,6.39
15 mm ClearVue,Primador Elite Sliding Window,0.61,6.39
19 mm ClearVue ,Primador Elite Sliding Window,0.61,6.39
"6,38mm Intruderprufe Clear NS",Primador Elite Sliding Window,0.61,6.39
COLOURVUE Aquamarine  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Deep Aquamarine  ,Primador Elite Sliding Window,0.59,6.39
COLOURVUE Coolblue  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Deep Coolblue  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Coolbronze  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Deep Coolbronze  ,Primador Elite Sliding Window,0.5,6.39
COLOURVUE Coolgrey  ,Primador Elite Sliding Window,0.6,6.39
COLOURVUE Deep Coolgrey  ,Primador Elite Sliding Window,0.48,6.39
COLOURVUE Coral Rose Red  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Dark Red  ,Primador Elite Sliding Window,0.49,6.39
COLOURVUE Evening Shadow Black  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Regal Blue  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Deep Regal Blue  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Ruby Red  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Sahara Sun Yellow  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Sapphire Blue  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Shadowlight 50  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE Shadowlight 25  ,Primador Elite Sliding Window,0.49,6.39
COLOURVUE Shadowlight 10  ,Primador Elite Sliding Window,0.36,6.39
COLOURVUE True Blue  ,Primador Elite Sliding Window,0.54,6.39
COLOURVUE Serene Green  ,Primador Elite Sliding Window,0.59,6.39
COLOURVUE Deep Serene Green  ,Primador Elite Sliding Window,0.5,6.39
COLOURVUE TRANSLUCENT Aquamarine Translucent  ,Primador Elite Sliding Window,0.5,6.39
COLOURVUE TRANSLUCENT Arctic Snow White  ,Primador Elite Sliding Window,0.61,6.39
COLOURVUE TRANSLUCENT Blue Translucent  ,Primador Elite Sliding Window,0.6,6.39
COLOURVUE TRANSLUCENT Regal Blue Translucent  ,Primador Elite Sliding Window,0.46,6.39
COLOURVUE TRANSLUCENT Bronze Translucent  ,Primador Elite Sliding Window,0.5,6.39
COLOURVUE TRANSLUCENT Grey Translucent  ,Primador Elite Sliding Window,0.5,6.39
COOLVUE CoolVue Clear  ,Primador Elite Sliding Window,0.47,6.39
COOLVUE CoolVue Regal Blue  ,Primador Elite Sliding Window,0.39,6.39
COOLVUE CoolVue Grey  ,Primador Elite Sliding Window,0.34,6.39
COOLVUE CoolVue Serene Green  ,Primador Elite Sliding Window,0.41,6.39
SOLARVUE Aquamarine HL ,Primador Elite Sliding Window,0.46,6.39
SOLARVUE Aquamarine XHL ,Primador Elite Sliding Window,0.52,6.39
SOLARVUE Blue HL ,Primador Elite Sliding Window,0.47,6.39
SOLARVUE Blue XHL ,Primador Elite Sliding Window,0.53,6.39
SOLARVUE Bronze HL ,Primador Elite Sliding Window,0.42,6.39
SOLARVUE Bronze XHL ,Primador Elite Sliding Window,0.46,6.39
SOLARVUE Grey HL ,Primador Elite Sliding Window,0.41,6.39
SOLARVUE Grey XHL ,Primador Elite Sliding Window,0.45,6.39
SOLARVUE Neutral HL ,Primador Elite Sliding Window,0.5,6.39
SOLARVUE Neutral XHL ,Primador Elite Sliding Window,0.56,6.39
SOLARVUE Neutral SHL ,Primador Elite Sliding Window,0.61,6.39
SOLARVUE Neutral MHL ,Primador Elite Sliding Window,0.61,6.39
SOLARVUE Regal Blue HL ,Primador Elite Sliding Window,0.45,6.39
SOLARVUE Regal Blue XHL ,Primador Elite Sliding Window,0.51,6.39
SOLARVUE Serene Green HL ,Primador Elite Sliding Window,0.43,6.39
SOLARSHIELD Aquamarine S10 ,Primador Elite Sliding Window,0.25,6.39
SOLARSHIELD Aquamarine S20 ,Primador Elite Sliding Window,0.33,6.39
SOLARSHIELD Aquamarine S30 ,Primador Elite Sliding Window,0.41,6.39
SOLARSHIELD Blue S10 ,Primador Elite Sliding Window,0.25,6.39
SOLARSHIELD Blue S20 ,Primador Elite Sliding Window,0.33,6.39
SOLARSHIELD Blue S30 ,Primador Elite Sliding Window,0.41,6.39
SOLARSHIELD Bronze S10 ,Primador Elite Sliding Window,0.26,6.39
SOLARSHIELD Bronze S20 ,Primador Elite Sliding Window,0.32,6.39
SOLARSHIELD Bronze S30 ,Primador Elite Sliding Window,0.38,6.39
SOLARSHIELD Grey S10 ,Primador Elite Sliding Window,0.26,6.39
SOLARSHIELD Grey S20 ,Primador Elite Sliding Window,0.32,6.39
SOLARSHIELD Grey S30 ,Primador Elite Sliding Window,0.37,6.39
SOLARSHIELD Regal Blue S10 ,Primador Elite Sliding Window,0.25,6.39
SOLARSHIELD Regal Blue S20 ,Primador Elite Sliding Window,0.32,6.39
SOLARSHIELD Regal Blue S30 ,Primador Elite Sliding Window,0.4,6.39
SOLARSHIELD Silver S10 ,Primador Elite Sliding Window,0.23,6.39
SOLARSHIELD Silver S20 ,Primador Elite Sliding Window,0.34,6.39
SOLARSHIELD Silver S30 ,Primador Elite Sliding Window,0.42,6.39
SOLARSHIELDSerene Green S10 ,Primador Elite Sliding Window,0.26,6.39
SOLARSHIELDSerene Green S20 ,Primador Elite Sliding Window,0.33,6.39
SOLARSHIELDSerene Green S30 ,Primador Elite Sliding Window,0.4,6.39
E RANGE Armourplate Low E TOUGHENED SAFETY GLASS ,Primador Elite Sliding Window,0.66,4.98
E RANGE Armourplate Solar E TOUGHENED SAFETY GLASS ,Primador Elite Sliding Window,0.51,4.98
E RANGE Intruderpufe Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.66,4.98
E RANGE Intruderpufe Solar E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.51,4.98
E RANGE Aquamarine Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.64,4.98
E RANGE Deep Aquamarine Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.56,4.98
E RANGE Cool Blue Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.66,4.98
E RANGE Deep Cool Blue Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.6,4.98
E RANGE Cool Bronze Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.57,4.98
E RANGE Deep Cool Bronze Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.46,4.98
E RANGE Cool Grey Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.55,4.98
E RANGE Deep Cool Grey Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.43,4.98
E RANGE Regal Blue Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.61,4.98
E RANGE Deep Regal Blue Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.51,4.98
E RANGE Serene Green Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.5,4.98
E RANGE Coolvue Clear Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.43,4.98
E RANGE Coolvue Regal Blue Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.35,4.98
E RANGE Coolvue Grey Low E LAMINATED SAFETY GLASS ,Primador Elite Sliding Window,0.3,4.98
E RANGE SOLARVUE Aquamarine HL ,Primador Elite Sliding Window,0.41,4.98
E RANGE SOLARVUE Aquamarine XHL ,Primador Elite Sliding Window,0.47,4.98
E RANGE SOLARVUE Blue HL ,Primador Elite Sliding Window,0.42,4.98
E RANGE SOLARVUE Blue XHL ,Primador Elite Sliding Window,0.47,4.98
E RANGE SOLARVUE Bronze HL ,Primador Elite Sliding Window,0.37,4.98
E RANGE SOLARVUE Bronze XHL ,Primador Elite Sliding Window,0.4,4.98
E RANGE SOLARVUE Grey HL ,Primador Elite Sliding Window,0.35,4.98
E RANGE SOLARVUE Grey XHL ,Primador Elite Sliding Window,0.4,4.98
E RANGE SOLARVUE Neutral HL ,Primador Elite Sliding Window,0.45,4.98
E RANGE SOLARVUE Neutral XHL ,Primador Elite Sliding Window,0.51,4.98
E RANGE SOLARVUE Neutral SHL ,Primador Elite Sliding Window,0.57,4.98
E RANGE SOLARVUE Neutral MHL ,Primador Elite Sliding Window,0.6,4.98
E RANGE SOLARVUE Regal Blue HL ,Primador Elite Sliding Window,0.4,4.98
E RANGE SOLARVUE Regal Blue XHL ,Primador Elite Sliding Window,0.45,4.98
E RANGE SOLARVUE Serene Green HL ,Primador Elite Sliding Window,0.37,4.98
E RANGE SOLARVUE Serene Green XHL ,Primador Elite Sliding Window,0.44,4.98
E RANGE SOLARVUE Serene Green SHL ,Primador Elite Sliding Window,0.46,4.98
E RANGE SOLARVUE Serene Green MHL ,Primador Elite Sliding Window,0.5,4.98
E RANGE SOLARSHIELD Aquamarine S10 ,Primador Elite Sliding Window,0.2,4.98
E RANGE SOLARSHIELD Aquamarine S20 ,Primador Elite Sliding Window,0.28,4.98
E RANGE SOLARSHIELD Aquamarine S30 ,Primador Elite Sliding Window,0.36,4.98
E RANGE SOLARSHIELD Blue S10 ,Primador Elite Sliding Window,0.2,4.98
E RANGE SOLARSHIELD Blue S20 ,Primador Elite Sliding Window,0.28,4.98
E RANGE SOLARSHIELD Blue S30 ,Primador Elite Sliding Window,0.36,4.98
E RANGE SOLARSHIELD Bronze S10 ,Primador Elite Sliding Window,0.21,4.98
E RANGE SOLARSHIELD Bronze S20 ,Primador Elite Sliding Window,0.26,4.98
E RANGE SOLARSHIELD Bronze S30 ,Primador Elite Sliding Window,0.33,4.98
E RANGE SOLARSHIELD Grey S10 ,Primador Elite Sliding Window,0.2,4.98
E RANGE SOLARSHIELD Grey S20 ,Primador Elite Sliding Window,0.26,4.98
E RANGE SOLARSHIELD Grey S30 ,Primador Elite Sliding Window,0.31,4.98
E RANGE SOLARSHIELD Regal Blue S10 ,Primador Elite Sliding Window,0.2,4.98
E RANGE SOLARSHIELD Regal Blue S20 ,Primador Elite Sliding Window,0.27,4.98
E RANGE SOLARSHIELD Regal Blue S30 ,Primador Elite Sliding Window,0.35,4.98
E RANGE SOLARSHIELD Silver S10 ,Primador Elite Sliding Window,0.18,4.98
E RANGE SOLARSHIELD Silver S20 ,Primador Elite Sliding Window,0.29,4.98
E RANGE SOLARSHIELD Silver S30 ,Primador Elite Sliding Window,0.37,4.98
E RANGE SOLARSHIELDSerene Green S10 ,Primador Elite Sliding Window,0.2,4.98
E RANGE SOLARSHIELDSerene Green S20 ,Primador Elite Sliding Window,0.26,4.98
E RANGE SOLARSHIELDSerene Green S30 ,Primador Elite Sliding Window,0.35,4.98
E RANGE ENER-G SMARTNeutral,Primador Elite Sliding Window,0.38,4.98
E RANGE ENER-G SMARTAquamarine,Primador Elite Sliding Window,0.35,4.98
E RANGE ENER-G SMARTBlue,Primador Elite Sliding Window,0.35,4.98
E RANGE ENER-G SMARTBronze,Primador Elite Sliding Window,0.3,4.98
E RANGE ENER-G SMARTGrey,Primador Elite Sliding Window,0.31,4.98
E RANGE ENER-G SMARTregal Blue,Primador Elite Sliding Window,0.33,4.98
E RANGE ENER-G SMARTSerene Green,Primador Elite Sliding Window,0.28,4.98
X2 RESIDENTIAL STANDARD,Primador Elite Sliding Window,0,0
X2 Intruderprufe & Intruderprufe Clear PVB,Primador Elite Sliding Window,0,0
X2 Aquamarine  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Deep Aquamarine ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Coolblue  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Deep Coolblue  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Coolbronze  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Deep Coolbronze  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Coolgrey  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Deep Coolgrey  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Coral Rose Red  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Deep Red  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Evening Shadow Black  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Regal Blue  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Deep Regal Blue  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Ruby Red  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Sahara Sun Yellow  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Sapphire Blue  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Shadowlight 50  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Shadowlight 25  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Shadowlight 10  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 True Blue  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Serene Green  ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Deep Serene Green ColourVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Clear CoolVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Grey CoolVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Regal Blue CoolVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Serene Green CoolVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Aquamarine HL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Aquamarine XHL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Blue HL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Blue XHL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Bronze HL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Bronze XHL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Grey HL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Grey XHL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Regal Blue HL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Regal Blue XHL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Neutral HL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Neutral XHL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Neutral SHL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Neutral MHL SolarVue & ClearVue,Primador Elite Sliding Window,0,0
X2 Serene Green HL Solarvue & Clearvue,Primador Elite Sliding Window,0,0
X2 Serene Green XHL Solarvue & Clearvue,Primador Elite Sliding Window,0,0
X2 Serene Green SHL Solarvue & Clearvue,Primador Elite Sliding Window,0,0
X2 Serene Green MHL Solarvue & Clearvue,Primador Elite Sliding Window,0,0
X2 Aquamarine S10 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Aquamarine S20 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Aquamarine S30 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Blue S10 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Blue S20 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Blue S30 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Bronze S10 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Bronze S20 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Bronze S30 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Grey S10 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Grey S20 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Grey S30 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Regal Blue S10 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Regal Blue S20 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Regal Blue S30 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Silver S10 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Silver S20 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Silver S30 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Serene Green S10 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Serene Green S20 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 Serene Green S30 Solarshield & ClearVue,Primador Elite Sliding Window,0,0
X2 RESIDENTIAL PLUS,Primador Elite Sliding Window,0,0
X2 RESIDENTIAL ELITE,Primador Elite Sliding Window,0,0
X2 RESIDENTIAL SUPERIOR,Primador Elite Sliding Window,0,0
X2 Armourplate Low E & Clearvue,Primador Elite Sliding Window,0,0
X2 Armourplate Solar E & Clearvue,Primador Elite Sliding Window,0,0
X2 Intruderprufe Low E & Clearvue,Primador Elite Sliding Window,0,0
X2 Intruderprufe Solar E & Clearvue,Primador Elite Sliding Window,0,0
X2 Aquamarine  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Deep Aquamarine  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Coolblue  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Deep Coolblue  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Coolbronze  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Deep Coolbronze  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Coolgrey  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Deep Coolgrey  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Coral Rose Red  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Deep Red  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Evening Shadow Black  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Regal Blue  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Deep Regal Blue  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Ruby Red  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Sahara Sun Yellow  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Sapphire Blue  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Shadowlight 50  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Shadowlight 25  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Shadowlight 10  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 True Blue  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
X2 Serene Green  ColourVue & Intruderprufe Low E,Primador Elite Sliding Window,0,0
